title,artist,mental_health_tags,mood_score,energy,valence,tempo,spotify_url,preview_url,duration_ms,popularity,id
"Suite for Orchestra No. 1 in C Major, BWV 1066: Courante",Johann Sebastian Bach,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/20GEJqDkkhTWPSVNe0yX2K,,153560,9,20GEJqDkkhTWPSVNe0yX2K
"Suite from the Gadfly, Op. 97a: VIII. Romance",Dmitri Shostakovich,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/2O2VlTwUnVgBuVUJikG6Tm,,227595,23,2O2VlTwUnVgBuVUJikG6Tm
"Bach Ouverture Piano Variation (From Orchestral Suite No. 2 in B Minor, BWV 1067, Arr. for Piano by Jan-Peter Klöpfel)",Johann Sebastian Bach,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/650bng8gDOuiXne7pZ3RwR,,94400,10,650bng8gDOuiXne7pZ3RwR
Prayer for Peace,Gerard Cousins,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/5OEXouJoWXvZ8jua7eOFjJ,,73280,31,5OEXouJoWXvZ8jua7eOFjJ
"Sonata for Piano and Viola in C Major, K. 14: II. Allegro",Wolfgang Amadeus Mozart,emotional release|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/5HOSm0iKC5PmgTc9K6waD6,,193160,8,5HOSm0iKC5PmgTc9K6waD6
Meditation Rain,chill phil,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/3emPg4tCQfZsuupxfT0Imu,,174000,56,3emPg4tCQfZsuupxfT0Imu
Huma,Soothing Dreamscapes,meditation|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/4sUDVt3gP4omAmrt6UzI4g,,144766,43,4sUDVt3gP4omAmrt6UzI4g
Soothing Ambient Wellness Awakening Serenity Nature,Natura Ferox,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/3KMMM0Qc0MbiQIX6ZdJBLC,,188624,0,3KMMM0Qc0MbiQIX6ZdJBLC
Distant Memories,Restful Minds,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/4JqUCpRwTTaF3iHHzPE5Z0,,160029,45,4JqUCpRwTTaF3iHHzPE5Z0
Meditation Music,Rain Sounds,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/4ZchQ7EWdu11nOBCMgXii8,,240000,35,4ZchQ7EWdu11nOBCMgXii8
Whispering Winds,Enyaq,loneliness|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/4WtOiVV0INe9P4UranCTBy,,209971,40,4WtOiVV0INe9P4UranCTBy
Ambient Flute For Healing,The Whispering Hymn,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/6cnFFfEODwVgIAKWG9fCbc,,75000,33,6cnFFfEODwVgIAKWG9fCbc
Astral Protection,Kai Stellar,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/0bqR8enf1eym5wMJhchZTg,,145962,38,0bqR8enf1eym5wMJhchZTg
ambient flute dreams,Rakesh Chaurasia,emotional release|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/28PALefb4KjdZN5uHG4gVf,,90425,0,28PALefb4KjdZN5uHG4gVf
Pluma In Ventum,Humilis,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/0AAdw5gadOl6sZDdoc6tpa,,168000,33,0AAdw5gadOl6sZDdoc6tpa
Ambient Music,Meditation Music Zone,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/3B7GR0pwaGZD9T8Lid60Ij,,237000,30,3B7GR0pwaGZD9T8Lid60Ij
Ichige,Kenshō88,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/4pqONv00Hv4ZdnV2wdQ5gl,,199967,33,4pqONv00Hv4ZdnV2wdQ5gl
Transcendence Universe Celestial Ambient,Natura Ferox,emotional release|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/4nLV46HcXhxjBeMLmylYfq,,186037,0,4nLV46HcXhxjBeMLmylYfq
Daishū,Kenshō88,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/1u1rwLnF2pIxQmIbSlbOjD,,198600,32,1u1rwLnF2pIxQmIbSlbOjD
Meditation Flute Music,The Whispering Hymn,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/5a47hoJ7EmsVK4aVcspigy,,69418,29,5a47hoJ7EmsVK4aVcspigy
Ambient Flute Sounds,The Whispering Hymn,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/1NtwykaB2mdZmRdk3wiGgB,,69665,29,1NtwykaB2mdZmRdk3wiGgB
Healing Heart,Twin Mudra,grief support|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/6xIUVK9G4hyroeIx2E7lwp,,113928,30,6xIUVK9G4hyroeIx2E7lwp
Ambient Enlightenment Balance Dusk,Mbrs Gear,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/5Xt0fzNARZdHN9MJlZuHuc,,149004,0,5Xt0fzNARZdHN9MJlZuHuc
Ocean Dreams,Peaceful Balance,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/7kL65azoRRKSgddau3gfvp,,136000,24,7kL65azoRRKSgddau3gfvp
Meditation No. 1,Laraaji,loneliness|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/3Z9PWaE8d55XcOxEHwx6U8,,1127173,27,3Z9PWaE8d55XcOxEHwx6U8
Gathered in Light,Aum,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/4gDbLert5ojJULxr2QG2kB,,143225,23,4gDbLert5ojJULxr2QG2kB
Native American Flute Music,The Whispering Hymn,heartbreak|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/3zx32zwTrmLbIpzC022bXE,,62000,43,3zx32zwTrmLbIpzC022bXE
Frosty Leaves - Solo Version,Center of Attention,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/0tneV9k7jQCerE1pT65k9C,,177742,27,0tneV9k7jQCerE1pT65k9C
relaxation meditation spirit ambient spa ethereal,Ijaya Gupta,grief support|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/6xtB6WmgTGBDT2PFT7y6sA,,103191,0,6xtB6WmgTGBDT2PFT7y6sA
Lopen,Be Still the Earth,heartbreak|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/0jYOb0iq72aVKfzSznpDVH,,215294,27,0jYOb0iq72aVKfzSznpDVH
Meditation Rain,Nature Sounds,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/5KAkvgPSUrEObeFbPuVT5G,,188436,29,5KAkvgPSUrEObeFbPuVT5G
Thin Air,Anna Brites,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/740wyglZ0oOKHwoQukWinr,,91826,29,740wyglZ0oOKHwoQukWinr
Meditation No. 2,Laraaji,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/5Z1HyqdD5QozNnFNZA8BMK,,470533,25,5Z1HyqdD5QozNnFNZA8BMK
Forest of Memories,AstroPilot,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/4dunMkgLKhhF7AkF0gzVj4,,218181,26,4dunMkgLKhhF7AkF0gzVj4
Deep Meditation Ambient Music,Spa Music & Meditation Collective,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/1GdNw3y3tB1CrfL8NArTJn,,213212,13,1GdNw3y3tB1CrfL8NArTJn
Ambient Serenade,Weaver of Dreams,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/076OE4qoTVMIJkOu7NKhui,,107462,17,076OE4qoTVMIJkOu7NKhui
Deep Meditation Ambient Sounds,Spa Music & Meditation Collective,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/0xJurQ9i5UIWyHd115LEaS,,109924,13,0xJurQ9i5UIWyHd115LEaS
among the trees,a journey home,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/0bSVhKqZtn255CGMB4zQOT,,205371,26,0bSVhKqZtn255CGMB4zQOT
ambient wellness universe focus light,Tales of the Monk,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/3WzC00WGoWF197s0DN7vem,,124976,1,3WzC00WGoWF197s0DN7vem
Hope and a Future,Raphah,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/1J80gYWjk548MuSagguM0j,,201920,24,1J80gYWjk548MuSagguM0j
ambient enlightenment zen harmony,Tales of the Monk,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/2aHSFpjzOd8i6d2ZjfOxEm,,124976,4,2aHSFpjzOd8i6d2ZjfOxEm
Horizon’s End,Endel,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/6pnlPtRuOxFUouzlUwdkxG,,203500,17,6pnlPtRuOxFUouzlUwdkxG
Kindred Spirit,The Whispering Hymn,meditation|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/6iDWuH9Bi8M96FNSXBwyjv,,123000,41,6iDWuH9Bi8M96FNSXBwyjv
Recovered,Attom,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/6D3nvlKp9mKSKt48N2liGr,,189908,16,6D3nvlKp9mKSKt48N2liGr
Song Of The Moon,The Whispering Hymn,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/6MxUJV7JmHK5e5nG6e2TA5,,87000,42,6MxUJV7JmHK5e5nG6e2TA5
Freya,Soothing Dreamscapes,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/7cWaAzwoJ4QTRVHqEX2bxF,,169992,16,7cWaAzwoJ4QTRVHqEX2bxF
Ambient Piano Meditation Music for Restful Sleep,Quiet Mind Relax,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/7epv5ZjPcVVzLkb4bPj4F5,,272000,28,7epv5ZjPcVVzLkb4bPj4F5
Aurora Borealis,Niclas Lundqvist,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/0oWq9dIHiM12qKSSaJagSw,,164756,21,0oWq9dIHiM12qKSSaJagSw
528 Hz Meditation Music,Eva Ambienta,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/2ixY3lwbzYjNt2YXF8OS9E,,92467,41,2ixY3lwbzYjNt2YXF8OS9E
Snowdancer,Sonant,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/6xtbN7FVNxuoC47OxlOUPi,,250113,25,6xtbN7FVNxuoC47OxlOUPi
Flute Meditation,The Whispering Hymn,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/5uwzCzineULceuECiKo188,,71093,32,5uwzCzineULceuECiKo188
Geologic Time Scale,Anna Brites,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/64a0bq4lBOKQUljl8fw5ZZ,,99250,26,64a0bq4lBOKQUljl8fw5ZZ
Ambient Music (Nature of Sounds),Calming Water Consort,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/69Wlbirn7EaB4Jc0xXlZV8,,197500,19,69Wlbirn7EaB4Jc0xXlZV8
For Induction,Lemos,loneliness|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/29IqDDE8BiR2Av8xT4l0y7,,176000,18,29IqDDE8BiR2Av8xT4l0y7
Wind Chimes with Soothing Brown Waves - Loopable,Sleep Baby Sleep,anxiety relief|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/7i3X1coH5YaV7rmJrLmF4P,,155133,28,7i3X1coH5YaV7rmJrLmF4P
10 Hours Rain Sound,Nature Sounds,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/0VfApWi4NQTgpjLAzLwe1g,,81654,36,0VfApWi4NQTgpjLAzLwe1g
Nature Sounds & Brown Noise,Julia Sono,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/69KhM6G8FxEnZfZNGoX3NP,,159010,56,69KhM6G8FxEnZfZNGoX3NP
Purity,Nature Pulse,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/3No9Niai3Y3hpIgq1uzHXX,,192000,55,3No9Niai3Y3hpIgq1uzHXX
A Quiet Sunday Relaxing by the Lake,Path to the Wild,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/5am4GBO6EG5uVghnHntqoy,,145000,44,5am4GBO6EG5uVghnHntqoy
Nature Soundscapes,R Skye,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/4htrMAMol7dKD8uwNJbuxr,,92656,0,4htrMAMol7dKD8uwNJbuxr
With the Flow,Park Leaf,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/25ZH9ibNeaF3U5rK02Y2Up,,182600,50,25ZH9ibNeaF3U5rK02Y2Up
Calm Rolling Thunder and Soothing Rain,Nature Sounds,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/5Y3bt7xbhZwwHfTPK5hWEg,,570269,44,5Y3bt7xbhZwwHfTPK5hWEg
Nature Sounds,Healing Oriental Spa Collection,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/4KD1uv1jGmi0x9yDfJ3aXb,,202692,45,4KD1uv1jGmi0x9yDfJ3aXb
Sacred Reservoir,Nature Pulse,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/11gvVIKblQIJ3YFf7A8q0o,,183529,52,11gvVIKblQIJ3YFf7A8q0o
Morning Birds,Nature Sounds,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/0ETet6J3eOfA6G6ZvUcSB4,,48297,45,0ETet6J3eOfA6G6ZvUcSB4
Nature Sounds,When Doves Cry (FX),meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/0aiIxhhNwCZcUF4foUSpNa,,128545,44,0aiIxhhNwCZcUF4foUSpNa
Nature Sounds & Brown Noise,Julia Sono,meditation|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/3GwbuVbMiLLKV06b1MMwip,,159010,40,3GwbuVbMiLLKV06b1MMwip
The Tranquil Waterfall,Nature Pulse,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/4lAylrArN2GyYLm8hTILhK,,144761,50,4lAylrArN2GyYLm8hTILhK
Nature Sounds With Music,Deep Sleep,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/00j2HY3zYm5uNDTHkxQZn5,,103800,26,00j2HY3zYm5uNDTHkxQZn5
Mossy Meditation - Green Noise,The Nature Soundscapes,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/34SUEroznWC8R56VYSGKx1,,216000,52,34SUEroznWC8R56VYSGKx1
Arbores Unwind,Porch Upright,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/1syN4lEn1qC83MPXxoZJSu,,135988,40,1syN4lEn1qC83MPXxoZJSu
Meditative Gentle Rain and Distant Thunder,Nature Sounds,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/1wBgKZTMcy7EBDR9xcw77a,,570102,40,1wBgKZTMcy7EBDR9xcw77a
Raindrop Therapy: Calming Nature Sounds,Rainfall Place,grief support|mindfulness,0.5,0.5,0.5,100,https://open.spotify.com/track/6D9jolrYI4EHvePVa9FNdq,,146621,57,6D9jolrYI4EHvePVa9FNdq
Rooted in Time,Sun Echo,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/5fxL54M4aAI0Juk02CmfwX,,174642,42,5fxL54M4aAI0Juk02CmfwX
Crickets and Frogs in the Swamp at Night,Nature Sounds,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/6GfjhpnE21nxI80R0oldWJ,,120450,37,6GfjhpnE21nxI80R0oldWJ
Lush Lullaby - Green Noise,The Nature Soundscapes,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/1rO8WZPwV6OKEKVhRWfsXS,,172000,47,1rO8WZPwV6OKEKVhRWfsXS
Restoule River Portage,Harmonic Pathways,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/5mO4T32syRTddtV4WfxjWK,,156343,41,5mO4T32syRTddtV4WfxjWK
Olive Oasis - Green Noise,The Nature Soundscapes,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/2AMfC7zqbdxJbLWDap3UqQ,,216000,47,2AMfC7zqbdxJbLWDap3UqQ
Soothing Nature Sounds in a Wild Forest,Path to the Wild,loneliness|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/1gRjDQ6FH0glqbCCWEPz0E,,126000,44,1gRjDQ6FH0glqbCCWEPz0E
Crickets in Nature,Nature Sounds,anxiety relief|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/6uxb3XcephIsRYpZybGivn,,109388,40,6uxb3XcephIsRYpZybGivn
Nature Sounds for Sleep: Crackling Log Fire with Thunder and Rain,Jamie Llewellyn,meditation|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/40duG6erWyOVizxE9P8KqV,,4804015,29,40duG6erWyOVizxE9P8KqV
Nature's Serenade (432 Hz),Reiki Nataraj,anxiety relief|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/7iv8k4zVh3KREyGS36c1Ej,,159724,44,7iv8k4zVh3KREyGS36c1Ej
Soothing Ocean Waves,Nature Sounds,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/6zNRqFd44Uj1nOS9RSnRk6,,300017,39,6zNRqFd44Uj1nOS9RSnRk6
Nature Sounds by the River,Path to the Wild,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/0eksSB1OZ4VCNp4FXgne2D,,155000,36,0eksSB1OZ4VCNp4FXgne2D
The Birds' Lullaby,Alma Forest,loneliness|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/1RqfOe6dyNeOdczSmz0PU9,,215073,47,1RqfOe6dyNeOdczSmz0PU9
Relaxing Constant Rain Storm with Distant Thunder Sfx,Nature Sounds,anxiety relief|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/1nKY2o8XQG1RvUCpBV5VSK,,570202,48,1nKY2o8XQG1RvUCpBV5VSK
Streamside,Retland,heartbreak|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/7cHKyQzZseycfPXhRFNdFE,,174545,42,7cHKyQzZseycfPXhRFNdFE
Rain on Bedroom Window with Thunderstorm,Nature Soundscapes,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/4dfhZp7iOU4divEiFTsGhI,,107309,50,4dfhZp7iOU4divEiFTsGhI
Des Roches Ritual,Electric Rivers,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/31nCgRTa6hPm2sFzUQD2NW,,213699,43,31nCgRTa6hPm2sFzUQD2NW
Nature Sounds of Rain on Window,Ambi Nature Sounds,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/2rbnWUljeuFDcjrTgvb4dw,,136656,31,2rbnWUljeuFDcjrTgvb4dw
Joshmit Beach,Peaceful Earth,meditation|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/4vDw0JzE1goBugh7lh4lFQ,,204841,41,4vDw0JzE1goBugh7lh4lFQ
Nature Sounds Rain Long,Nature Sounds,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/65EFrQhBfJ5Zr7bd7j2vG4,,1943380,28,65EFrQhBfJ5Zr7bd7j2vG4
The Awakening,Domy Castellano,anxiety relief|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/0L5q9iJPaGhM8Pzfn1gqyU,,194000,41,0L5q9iJPaGhM8Pzfn1gqyU
Peninsula Rain,The Nature Soundscapes,mindfulness|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/3I07DM1i1NtRP3F458yQgs,,134000,49,3I07DM1i1NtRP3F458yQgs
Elevation,Rest in Clouds,grief support|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/719VLqGs81thMtC0pQI7KH,,168000,41,719VLqGs81thMtC0pQI7KH
The Wonder of Nature,Free Arrows,heartbreak|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/5Ib96cyGrJO5UCHepKSwge,,174166,37,5Ib96cyGrJO5UCHepKSwge
Greenery,Domy Castellano,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/0lCi6nEYnXchJeUS1NaWGL,,169500,40,0lCi6nEYnXchJeUS1NaWGL
Mellow Spring,Loftet,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/6GO7Ql2NFglUqb9Qc9TeWL,,140181,38,6GO7Ql2NFglUqb9Qc9TeWL
Sleep Train in the Rain,Nature Soundscapes,meditation|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/6ZGaneu8zewQwqvBXgvLRU,,138902,44,6ZGaneu8zewQwqvBXgvLRU
Woodlands Awaken,Sun Echo,mindfulness|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/7IgzJrByC9Hbpbl0iNmTEh,,196667,39,7IgzJrByC9Hbpbl0iNmTEh
The Trees Remember,Sun Echo,anxiety relief|grief support,0.5,0.5,0.5,100,https://open.spotify.com/track/4EKVOsf5USchjlEsnLU9qh,,207812,39,4EKVOsf5USchjlEsnLU9qh
Theias (Nature Sounds),Flouriiche,anxiety relief|heartbreak,0.5,0.5,0.5,100,https://open.spotify.com/track/1FqPRzwHoEJfRJMYxf9XND,,139225,41,1FqPRzwHoEJfRJMYxf9XND
Air Conditioner Noise,Air Conditioner Noise,emotional release|sleep aid,0.5,0.5,0.5,100,https://open.spotify.com/track/7xgmPsYWzilfgllSklt3M0,,68080,38,7xgmPsYWzilfgllSklt3M0
Whispering Canopy,Natural Sound Escapes,mindfulness|loneliness,0.5,0.5,0.5,100,https://open.spotify.com/track/3FRVuAoD6XuYrRJDNoYbBl,,147692,39,3FRVuAoD6XuYrRJDNoYbBl
Rolling Ocean Waves,Pink Noise,anxiety relief|emotional release,0.5,0.5,0.5,100,https://open.spotify.com/track/2vei47scugcoyfzGqDjnp4,,138131,38,2vei47scugcoyfzGqDjnp4
